Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
java,cesiumlanguagewritertests,TestGregorianDate,testSixtySecondsAreNotValidIfTheInstantDoesNotRepresentALeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDate,cannotConstructGregorianDateRepresentingInvalidLeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDate,testConversionToJulianDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDate,canConvertGregorianDateRepresentingLeapSecondToJulianDate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestGregorianDate,testNonStandardTimeStandard,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestGregorianDate,roundSecondsRoundsFractionalSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
java,cesiumlanguagewritertests,TestGregorianDate,roundSecondsRollsOver,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestGregorianDate,roundSecondsAllows61SecondsDuringLeapSecond,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase10,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase11,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase12,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase13,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase14,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase15,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase16,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringStandardFormats$TestCase17,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,testToStringCustomFormats,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 39
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toStringThrowsOnInvalidFormatSpecifier,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,cantFormatMoreThan15FractionalSeconds,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,formatSpecifierCantEndWithAPercent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,formatSpecifierCantEndWithABackslash,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,formatSpecifierCantHaveADoublePercent,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601ExtendedStringProducesCorrectStrings$TestCase9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601BasicStringProducesCorrectStrings$TestCase9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601CompactStringProducesCorrectStrings$TestCase9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601Validation$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,secondsAreCorrectlyFormattedToDifferentNumbersOfDigits,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestGregorianDateFormatting,wholeNumberSecondsIsFormattedCorrectly,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateFormatting,toIso8601StringWithFractionalSeconds$TestCase7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,writesPropertyNameOnOpenAndNothingOnClose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,singleIntervalWritesOpenObjectLiteral,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,multipleIntervalsWritesOpenArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,multipleIntervalsAllowsWritingMultipleIntervals,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,throwsWhenWritingToBeforeOpening,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCesiumPropertyWriter,throwsWhenWritingToAfterClosed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestOrientationCesiumWriter,testCompleteExample,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestUnitQuaternion,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitQuaternion,testInitializeAndReturnMagnitude,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitQuaternion,testFromMatrix3By3$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestUnitQuaternion,testFromMatrix3By3$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestUnitQuaternion,testFromMatrix3By3$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestUnitQuaternion,testFromMatrix3By3$TestCase4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestUnitQuaternion,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 40
java,cesiumlanguagewritertests,TestUnitQuaternion,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestUnitQuaternion,testConjugate,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitQuaternion,testIdentity,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitQuaternion,testIsUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestUnitQuaternion,testNegation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestUnitQuaternion,testMultiplicationByUnitQuaternion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
java,cesiumlanguagewritertests,TestUnitQuaternion,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitQuaternion,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testClockRangeToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testClockStepToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testColorBlendModeToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testCornerTypeToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testExtrapolationTypeToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testHeightReferenceToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testHorizontalOriginToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testInterpolationAlgorithmToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testLabelStyleToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testSensorVolumePortionToDisplayToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testShadowModeToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testStripeOrientationToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestCesiumFormattingHelper,testVerticalOriginToString$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestPolygonCesiumWriter,testExample,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601DayOfYear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestGregorianDateParsing,testTryParseIso8601DayOfYear,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601DayOfYearOutOfRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601DayOfYearError,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601YearOutOfRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601Formats$TestCase1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601Formats$TestCase2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601Formats$TestCase3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
java,cesiumlanguagewritertests,TestGregorianDateParsing,testToIso8601String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseIso8601InvalidDay,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParseExact,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 46
java,cesiumlanguagewritertests,TestGregorianDateParsing,parseExactThrowsWithNullFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,parseExactThrowsWithNullInput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testParse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 51
java,cesiumlanguagewritertests,TestGregorianDateParsing,parseThrowsWithNullInput,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,parseThrowsWithNullInputWithoutCultureInfo,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,parseThrowsFormatExceptionWhenNoMatch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestGregorianDateParsing,testTryParse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestGregorianDateParsing,cannotParseInvalidDates,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testConversionFromUnitCartesian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 32
java,cesiumlanguagewritertests,TestCartesian,testEqualsEpsilon,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestCartesian,testNormalize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testIsUndefined,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
java,cesiumlanguagewritertests,TestCartesian,testMostOrthogonalAxis,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testNegation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testAdd,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestCartesian,testSubtract,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestCartesian,testMultiply,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
java,cesiumlanguagewritertests,TestCartesian,testDivide,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
java,cesiumlanguagewritertests,TestCartesian,testDotProduct,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestCartesian,testCrossProduct,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testRotateByUnitQuaternion,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testRotateByMatrix3By3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
java,cesiumlanguagewritertests,TestCartesian,testGetHashCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,opensObjectLiteralOnOpenAndClosesItOnClose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,testPositionProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestPacketCesiumWriter,testBillboardProperty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testHoldValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testFromUnitCartesian,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
java,cesiumlanguagewritertests,TestUnitSpherical,testEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
